from_stop_id,to_stop_id,distance_km,time_min,co2_g,transport_type
564,565,0.3632,7.36,0.0,walk
565,564,0.3632,7.36,0.0,walk
564,567,0.3742,7.49,0.0,walk
567,564,0.3742,7.49,0.0,walk
564,568,0.8332,13.0,0.0,walk
568,564,0.8332,13.0,0.0,walk
564,569,0.8563,13.28,0.0,walk
569,564,0.8563,13.28,0.0,walk
564,831,0.4488,8.39,0.0,walk
831,564,0.4488,8.39,0.0,walk
564,832,0.6217,10.46,0.0,walk
832,564,0.6217,10.46,0.0,walk
564,833,0.5589,9.71,0.0,walk
833,564,0.5589,9.71,0.0,walk
564,T2_JARDN,0.8109,12.73,0.0,walk
T2_JARDN,564,0.8109,12.73,0.0,walk
564,T2_MEMOR,0.9335,14.2,0.0,walk
T2_MEMOR,564,0.9335,14.2,0.0,walk
564,T3_FUSIL,0.3737,7.48,0.0,walk
T3_FUSIL,564,0.3737,7.48,0.0,walk
564,T3_PALAC,0.7173,11.61,0.0,walk
T3_PALAC,564,0.7173,11.61,0.0,walk
565,567,0.7284,11.74,0.0,walk
567,565,0.7284,11.74,0.0,walk
565,569,0.8129,12.75,0.0,walk
569,565,0.8129,12.75,0.0,walk
565,831,0.6943,11.33,0.0,walk
831,565,0.6943,11.33,0.0,walk
565,832,0.9849,14.82,0.0,walk
832,565,0.9849,14.82,0.0,walk
565,833,0.835,13.02,0.0,walk
833,565,0.835,13.02,0.0,walk
565,T2_JARDN,0.5276,9.33,0.0,walk
T2_JARDN,565,0.5276,9.33,0.0,walk
565,T2_MEMOR,0.5973,10.17,0.0,walk
T2_MEMOR,565,0.5973,10.17,0.0,walk
565,T3_FUSIL,0.4551,8.46,0.0,walk
T3_FUSIL,565,0.4551,8.46,0.0,walk
565,T3_PALAC,0.6078,10.29,0.0,walk
T3_PALAC,565,0.6078,10.29,0.0,walk
566,569,0.6586,10.9,0.0,walk
569,566,0.6586,10.9,0.0,walk
566,570,0.4135,7.96,0.0,walk
570,566,0.4135,7.96,0.0,walk
566,T1_HAMMA,0.2427,5.91,0.0,walk
T1_HAMMA,566,0.2427,5.91,0.0,walk
566,T1_MADAN,0.3317,6.98,0.0,walk
T1_MADAN,566,0.3317,6.98,0.0,walk
566,T2_JARDN,0.4608,8.53,0.0,walk
T2_JARDN,566,0.4608,8.53,0.0,walk
566,T2_MEMOR,0.5199,9.24,0.0,walk
T2_MEMOR,566,0.5199,9.24,0.0,walk
566,TRN_ATELIERS,0.9072,13.89,0.0,walk
TRN_ATELIERS,566,0.9072,13.89,0.0,walk
567,569,0.942,14.3,0.0,walk
569,567,0.942,14.3,0.0,walk
567,831,0.5362,9.43,0.0,walk
831,567,0.5362,9.43,0.0,walk
567,832,0.2893,6.47,0.0,walk
832,567,0.2893,6.47,0.0,walk
567,833,0.5523,9.63,0.0,walk
833,567,0.5523,9.63,0.0,walk
567,T3_FUSIL,0.653,10.84,0.0,walk
T3_FUSIL,567,0.653,10.84,0.0,walk
567,TRN_HUSSEIN_DAY,0.8021,12.63,0.0,walk
TRN_HUSSEIN_DAY,567,0.8021,12.63,0.0,walk
568,569,0.5655,9.79,0.0,walk
569,568,0.5655,9.79,0.0,walk
568,570,0.6773,11.13,0.0,walk
570,568,0.6773,11.13,0.0,walk
568,T1_HAMMA,0.6686,11.02,0.0,walk
T1_HAMMA,568,0.6686,11.02,0.0,walk
568,T1_MADAN,0.6922,11.31,0.0,walk
T1_MADAN,568,0.6922,11.31,0.0,walk
568,T2_JARDN,0.0356,3.43,0.0,walk
T2_JARDN,568,0.0356,3.43,0.0,walk
568,T2_MEMOR,0.2401,5.88,0.0,walk
T2_MEMOR,568,0.2401,5.88,0.0,walk
569,570,0.4971,8.96,0.0,walk
570,569,0.4971,8.96,0.0,walk
569,574,0.8578,13.29,0.0,walk
574,569,0.8578,13.29,0.0,walk
569,T1_HAMMA,0.8402,13.08,0.0,walk
T1_HAMMA,569,0.8402,13.08,0.0,walk
569,T1_MADAN,0.9876,14.85,0.0,walk
T1_MADAN,569,0.9876,14.85,0.0,walk
569,T2_JARDN,0.5856,10.03,0.0,walk
T2_JARDN,569,0.5856,10.03,0.0,walk
569,T2_MEMOR,0.8056,12.67,0.0,walk
T2_MEMOR,569,0.8056,12.67,0.0,walk
570,572,0.7525,12.03,0.0,walk
572,570,0.7525,12.03,0.0,walk
570,574,0.4449,8.34,0.0,walk
574,570,0.4449,8.34,0.0,walk
570,991,0.9911,14.89,0.0,walk
991,570,0.9911,14.89,0.0,walk
570,992,0.9866,14.84,0.0,walk
992,570,0.9866,14.84,0.0,walk
570,T1_HAMMA,0.4528,8.43,0.0,walk
T1_HAMMA,570,0.4528,8.43,0.0,walk
570,T1_MADAN,0.6532,10.84,0.0,walk
T1_MADAN,570,0.6532,10.84,0.0,walk
570,T2_JARDN,0.7123,11.55,0.0,walk
T2_JARDN,570,0.7123,11.55,0.0,walk
570,T2_MEMOR,0.8613,13.34,0.0,walk
T2_MEMOR,570,0.8613,13.34,0.0,walk
570,TRN_ATELIERS,0.6549,10.86,0.0,walk
TRN_ATELIERS,570,0.6549,10.86,0.0,walk
571,984,0.723,11.68,0.0,walk
984,571,0.723,11.68,0.0,walk
571,985,0.7238,11.69,0.0,walk
985,571,0.7238,11.69,0.0,walk
571,986,0.9982,14.98,0.0,walk
986,571,0.9982,14.98,0.0,walk
571,991,0.2487,5.98,0.0,walk
991,571,0.2487,5.98,0.0,walk
571,992,0.2722,6.27,0.0,walk
992,571,0.2722,6.27,0.0,walk
571,995,0.5851,10.02,0.0,walk
995,571,0.5851,10.02,0.0,walk
571,996,0.6108,10.33,0.0,walk
996,571,0.6108,10.33,0.0,walk
571,997,0.6443,10.73,0.0,walk
997,571,0.6443,10.73,0.0,walk
571,998,0.6622,10.95,0.0,walk
998,571,0.6622,10.95,0.0,walk
571,999,0.651,10.81,0.0,walk
999,571,0.651,10.81,0.0,walk
571,T1_HAMMA,0.8733,13.48,0.0,walk
T1_HAMMA,571,0.8733,13.48,0.0,walk
571,T1_MADAN,0.96,14.52,0.0,walk
T1_MADAN,571,0.96,14.52,0.0,walk
571,TRN_ATELIERS,0.465,8.58,0.0,walk
TRN_ATELIERS,571,0.465,8.58,0.0,walk
572,984,0.785,12.42,0.0,walk
984,572,0.785,12.42,0.0,walk
572,985,0.7895,12.47,0.0,walk
985,572,0.7895,12.47,0.0,walk
572,991,0.486,8.83,0.0,walk
991,572,0.486,8.83,0.0,walk
572,992,0.5007,9.01,0.0,walk
992,572,0.5007,9.01,0.0,walk
572,995,0.9083,13.9,0.0,walk
995,572,0.9083,13.9,0.0,walk
572,996,0.9355,14.23,0.0,walk
996,572,0.9355,14.23,0.0,walk
572,997,0.972,14.66,0.0,walk
997,572,0.972,14.66,0.0,walk
572,998,0.9904,14.88,0.0,walk
998,572,0.9904,14.88,0.0,walk
572,999,0.9735,14.68,0.0,walk
999,572,0.9735,14.68,0.0,walk
572,T1_HAMMA,0.5478,9.57,0.0,walk
T1_HAMMA,572,0.5478,9.57,0.0,walk
572,T1_MADAN,0.6325,10.59,0.0,walk
T1_MADAN,572,0.6325,10.59,0.0,walk
572,TRN_ATELIERS,0.444,8.33,0.0,walk
TRN_ATELIERS,572,0.444,8.33,0.0,walk
573,575,0.1193,4.43,0.0,walk
575,573,0.1193,4.43,0.0,walk
573,576,0.0771,3.93,0.0,walk
576,573,0.0771,3.93,0.0,walk
573,577,0.067,3.8,0.0,walk
577,573,0.067,3.8,0.0,walk
573,578,0.068,3.82,0.0,walk
578,573,0.068,3.82,0.0,walk
573,584,0.4612,8.53,0.0,walk
584,573,0.4612,8.53,0.0,walk
573,585,0.4913,8.9,0.0,walk
585,573,0.4913,8.9,0.0,walk
573,587,0.8264,12.92,0.0,walk
587,573,0.8264,12.92,0.0,walk
573,835,0.7768,12.32,0.0,walk
835,573,0.7768,12.32,0.0,walk
574,991,0.9209,14.05,0.0,walk
991,574,0.9209,14.05,0.0,walk
574,992,0.9275,14.13,0.0,walk
992,574,0.9275,14.13,0.0,walk
574,T1_HAMMA,0.0536,3.64,0.0,walk
T1_HAMMA,574,0.0536,3.64,0.0,walk
574,T1_MADAN,0.2434,5.92,0.0,walk
T1_MADAN,574,0.2434,5.92,0.0,walk
574,T2_JARDN,0.7475,11.97,0.0,walk
T2_JARDN,574,0.7475,11.97,0.0,walk
574,T2_MEMOR,0.7808,12.37,0.0,walk
T2_MEMOR,574,0.7808,12.37,0.0,walk
574,TRN_ATELIERS,0.693,11.32,0.0,walk
TRN_ATELIERS,574,0.693,11.32,0.0,walk
575,576,0.0585,3.7,0.0,walk
576,575,0.0585,3.7,0.0,walk
575,577,0.1032,4.24,0.0,walk
577,575,0.1032,4.24,0.0,walk
575,578,0.1034,4.24,0.0,walk
578,575,0.1034,4.24,0.0,walk
575,584,0.516,9.19,0.0,walk
584,575,0.516,9.19,0.0,walk
575,585,0.5443,9.53,0.0,walk
585,575,0.5443,9.53,0.0,walk
575,587,0.8554,13.26,0.0,walk
587,575,0.8554,13.26,0.0,walk
575,835,0.8959,13.75,0.0,walk
835,575,0.8959,13.75,0.0,walk
576,584,0.4629,8.56,0.0,walk
584,576,0.4629,8.56,0.0,walk
576,585,0.4918,8.9,0.0,walk
585,576,0.4918,8.9,0.0,walk
576,587,0.8108,12.73,0.0,walk
587,576,0.8108,12.73,0.0,walk
576,835,0.8455,13.15,0.0,walk
835,576,0.8455,13.15,0.0,walk
577,584,0.4225,8.07,0.0,walk
584,577,0.4225,8.07,0.0,walk
577,585,0.4518,8.42,0.0,walk
585,577,0.4518,8.42,0.0,walk
577,587,0.7767,12.32,0.0,walk
587,577,0.7767,12.32,0.0,walk
577,588,0.9899,14.88,0.0,walk
588,577,0.9899,14.88,0.0,walk
577,835,0.8088,12.71,0.0,walk
835,577,0.8088,12.71,0.0,walk
578,584,0.4219,8.06,0.0,walk
584,578,0.4219,8.06,0.0,walk
578,585,0.4512,8.41,0.0,walk
585,578,0.4512,8.41,0.0,walk
578,587,0.7758,12.31,0.0,walk
587,578,0.7758,12.31,0.0,walk
578,588,0.9894,14.87,0.0,walk
588,578,0.9894,14.87,0.0,walk
578,835,0.8092,12.71,0.0,walk
835,578,0.8092,12.71,0.0,walk
579,581,0.8634,13.36,0.0,walk
581,579,0.8634,13.36,0.0,walk
579,582,0.4815,8.78,0.0,walk
582,579,0.4815,8.78,0.0,walk
579,584,0.6448,10.74,0.0,walk
584,579,0.6448,10.74,0.0,walk
579,585,0.6177,10.41,0.0,walk
585,579,0.6177,10.41,0.0,walk
579,586,0.5896,10.07,0.0,walk
586,579,0.5896,10.07,0.0,walk
579,587,0.4326,8.19,0.0,walk
587,579,0.4326,8.19,0.0,walk
579,835,0.9144,13.97,0.0,walk
835,579,0.9144,13.97,0.0,walk
580,581,0.8856,13.63,0.0,walk
581,580,0.8856,13.63,0.0,walk
580,582,0.438,8.26,0.0,walk
582,580,0.438,8.26,0.0,walk
580,583,0.9808,14.77,0.0,walk
583,580,0.9808,14.77,0.0,walk
580,584,0.6852,11.22,0.0,walk
584,580,0.6852,11.22,0.0,walk
580,585,0.6577,10.89,0.0,walk
585,580,0.6577,10.89,0.0,walk
580,586,0.6189,10.43,0.0,walk
586,580,0.6189,10.43,0.0,walk
580,587,0.4543,8.45,0.0,walk
587,580,0.4543,8.45,0.0,walk
580,835,0.9572,14.49,0.0,walk
835,580,0.9572,14.49,0.0,walk
581,586,0.303,6.64,0.0,walk
586,581,0.303,6.64,0.0,walk
581,588,0.7996,12.6,0.0,walk
588,581,0.7996,12.6,0.0,walk
581,835,0.619,10.43,0.0,walk
835,581,0.619,10.43,0.0,walk
582,583,0.5482,9.58,0.0,walk
583,582,0.5482,9.58,0.0,walk
582,587,0.6868,11.24,0.0,walk
587,582,0.6868,11.24,0.0,walk
582,588,0.5812,9.97,0.0,walk
588,582,0.5812,9.97,0.0,walk
582,640,0.7996,12.59,0.0,walk
640,582,0.7996,12.59,0.0,walk
582,641,0.7804,12.37,0.0,walk
641,582,0.7804,12.37,0.0,walk
582,642,0.8648,13.38,0.0,walk
642,582,0.8648,13.38,0.0,walk
583,624,0.9353,14.22,0.0,walk
624,583,0.9353,14.22,0.0,walk
583,626,0.9729,14.67,0.0,walk
626,583,0.9729,14.67,0.0,walk
583,640,0.4803,8.76,0.0,walk
640,583,0.4803,8.76,0.0,walk
583,641,0.4522,8.43,0.0,walk
641,583,0.4522,8.43,0.0,walk
583,642,0.5358,9.43,0.0,walk
642,583,0.5358,9.43,0.0,walk
583,643,0.6965,11.36,0.0,walk
643,583,0.6965,11.36,0.0,walk
583,658,0.9421,14.31,0.0,walk
658,583,0.9421,14.31,0.0,walk
583,659,0.9505,14.41,0.0,walk
659,583,0.9505,14.41,0.0,walk
584,586,0.8069,12.68,0.0,walk
586,584,0.8069,12.68,0.0,walk
584,587,0.3835,7.6,0.0,walk
587,584,0.3835,7.6,0.0,walk
584,588,0.5774,9.93,0.0,walk
588,584,0.5774,9.93,0.0,walk
584,835,0.7174,11.61,0.0,walk
835,584,0.7174,11.61,0.0,walk
585,586,0.7987,12.58,0.0,walk
586,585,0.7987,12.58,0.0,walk
585,587,0.3537,7.24,0.0,walk
587,585,0.3537,7.24,0.0,walk
585,588,0.5523,9.63,0.0,walk
588,585,0.5523,9.63,0.0,walk
585,835,0.7291,11.75,0.0,walk
835,585,0.7291,11.75,0.0,walk
586,587,0.8741,13.49,0.0,walk
587,586,0.8741,13.49,0.0,walk
586,588,0.5137,9.16,0.0,walk
588,586,0.5137,9.16,0.0,walk
586,835,0.5019,9.02,0.0,walk
835,586,0.5019,9.02,0.0,walk
587,588,0.4258,8.11,0.0,walk
588,587,0.4258,8.11,0.0,walk
587,835,0.9875,14.85,0.0,walk
835,587,0.9875,14.85,0.0,walk
588,835,0.8153,12.78,0.0,walk
835,588,0.8153,12.78,0.0,walk
589,605,0.4247,8.1,0.0,walk
605,589,0.4247,8.1,0.0,walk
589,606,0.4721,8.67,0.0,walk
606,589,0.4721,8.67,0.0,walk
590,605,0.5865,10.04,0.0,walk
605,590,0.5865,10.04,0.0,walk
590,606,0.6329,10.6,0.0,walk
606,590,0.6329,10.6,0.0,walk
593,605,0.9628,14.55,0.0,walk
605,593,0.9628,14.55,0.0,walk
594,605,0.9641,14.57,0.0,walk
605,594,0.9641,14.57,0.0,walk
601,605,0.4598,8.52,0.0,walk
605,601,0.4598,8.52,0.0,walk
601,606,0.51,9.12,0.0,walk
606,601,0.51,9.12,0.0,walk
602,605,0.47,8.64,0.0,walk
605,602,0.47,8.64,0.0,walk
602,606,0.5196,9.23,0.0,walk
606,602,0.5196,9.23,0.0,walk
603,605,0.6303,10.56,0.0,walk
605,603,0.6303,10.56,0.0,walk
603,606,0.6815,11.18,0.0,walk
606,603,0.6815,11.18,0.0,walk
604,605,0.5435,9.52,0.0,walk
605,604,0.5435,9.52,0.0,walk
604,606,0.5946,10.14,0.0,walk
606,604,0.5946,10.14,0.0,walk
607,613,0.9272,14.13,0.0,walk
613,607,0.9272,14.13,0.0,walk
607,614,0.9476,14.37,0.0,walk
614,607,0.9476,14.37,0.0,walk
607,620,0.4071,7.88,0.0,walk
620,607,0.4071,7.88,0.0,walk
607,621,0.3108,6.73,0.0,walk
621,607,0.3108,6.73,0.0,walk
607,800,0.4919,8.9,0.0,walk
800,607,0.4919,8.9,0.0,walk
607,801,0.4891,8.87,0.0,walk
801,607,0.4891,8.87,0.0,walk
608,613,0.9341,14.21,0.0,walk
613,608,0.9341,14.21,0.0,walk
608,614,0.9544,14.45,0.0,walk
614,608,0.9544,14.45,0.0,walk
608,620,0.3994,7.79,0.0,walk
620,608,0.3994,7.79,0.0,walk
608,621,0.3029,6.63,0.0,walk
621,608,0.3029,6.63,0.0,walk
608,800,0.4888,8.87,0.0,walk
800,608,0.4888,8.87,0.0,walk
608,801,0.4856,8.83,0.0,walk
801,608,0.4856,8.83,0.0,walk
609,613,0.8828,13.59,0.0,walk
613,609,0.8828,13.59,0.0,walk
609,614,0.8614,13.34,0.0,walk
614,609,0.8614,13.34,0.0,walk
609,615,0.7091,11.51,0.0,walk
615,609,0.7091,11.51,0.0,walk
609,616,0.801,12.61,0.0,walk
616,609,0.801,12.61,0.0,walk
609,619,0.3676,7.41,0.0,walk
619,609,0.3676,7.41,0.0,walk
609,622,0.5422,9.51,0.0,walk
622,609,0.5422,9.51,0.0,walk
610,613,0.9429,14.31,0.0,walk
613,610,0.9429,14.31,0.0,walk
610,614,0.9213,14.06,0.0,walk
614,610,0.9213,14.06,0.0,walk
610,615,0.6426,10.71,0.0,walk
615,610,0.6426,10.71,0.0,walk
610,616,0.7344,11.81,0.0,walk
616,610,0.7344,11.81,0.0,walk
610,619,0.3012,6.61,0.0,walk
619,610,0.3012,6.61,0.0,walk
610,622,0.6022,10.23,0.0,walk
622,610,0.6022,10.23,0.0,walk
613,617,0.8864,13.64,0.0,walk
617,613,0.8864,13.64,0.0,walk
613,618,0.8981,13.78,0.0,walk
618,613,0.8981,13.78,0.0,walk
614,617,0.8837,13.6,0.0,walk
617,614,0.8837,13.6,0.0,walk
614,618,0.8946,13.73,0.0,walk
618,614,0.8946,13.73,0.0,walk
615,TRn_HARRACH,0.9613,14.54,0.0,walk
TRn_HARRACH,615,0.9613,14.54,0.0,walk
616,TRn_HARRACH,0.8689,13.43,0.0,walk
TRn_HARRACH,616,0.8689,13.43,0.0,walk
617,622,0.9779,14.74,0.0,walk
622,617,0.9779,14.74,0.0,walk
617,807,0.6245,10.49,0.0,walk
807,617,0.6245,10.49,0.0,walk
618,622,0.9772,14.73,0.0,walk
622,618,0.9772,14.73,0.0,walk
618,807,0.6595,10.91,0.0,walk
807,618,0.6595,10.91,0.0,walk
619,622,0.8706,13.45,0.0,walk
622,619,0.8706,13.45,0.0,walk
620,770,0.7526,12.03,0.0,walk
770,620,0.7526,12.03,0.0,walk
620,771,0.6401,10.68,0.0,walk
771,620,0.6401,10.68,0.0,walk
620,776,0.9681,14.62,0.0,walk
776,620,0.9681,14.62,0.0,walk
620,777,0.9457,14.35,0.0,walk
777,620,0.9457,14.35,0.0,walk
620,800,0.298,6.58,0.0,walk
800,620,0.298,6.58,0.0,walk
620,801,0.2791,6.35,0.0,walk
801,620,0.2791,6.35,0.0,walk
621,770,0.8489,13.19,0.0,walk
770,621,0.8489,13.19,0.0,walk
621,771,0.737,11.84,0.0,walk
771,621,0.737,11.84,0.0,walk
621,776,0.9776,14.73,0.0,walk
776,621,0.9776,14.73,0.0,walk
621,777,0.954,14.45,0.0,walk
777,621,0.954,14.45,0.0,walk
621,800,0.3185,6.82,0.0,walk
800,621,0.3185,6.82,0.0,walk
621,801,0.3035,6.64,0.0,walk
801,621,0.3035,6.64,0.0,walk
623,624,0.6591,10.91,0.0,walk
624,623,0.6591,10.91,0.0,walk
623,626,0.6123,10.35,0.0,walk
626,623,0.6123,10.35,0.0,walk
623,660,0.6426,10.71,0.0,walk
660,623,0.6426,10.71,0.0,walk
623,661,0.687,11.24,0.0,walk
661,623,0.687,11.24,0.0,walk
623,662,0.5359,9.43,0.0,walk
662,623,0.5359,9.43,0.0,walk
623,663,0.5339,9.41,0.0,walk
663,623,0.5339,9.41,0.0,walk
624,625,0.6685,11.02,0.0,walk
625,624,0.6685,11.02,0.0,walk
624,646,0.927,14.12,0.0,walk
646,624,0.927,14.12,0.0,walk
624,647,0.9717,14.66,0.0,walk
647,624,0.9717,14.66,0.0,walk
624,658,0.5121,9.15,0.0,walk
658,624,0.5121,9.15,0.0,walk
624,659,0.5168,9.2,0.0,walk
659,624,0.5168,9.2,0.0,walk
625,626,0.6207,10.45,0.0,walk
626,625,0.6207,10.45,0.0,walk
625,650,0.9921,14.9,0.0,walk
650,625,0.9921,14.9,0.0,walk
625,651,0.9882,14.86,0.0,walk
651,625,0.9882,14.86,0.0,walk
625,660,0.6212,10.45,0.0,walk
660,625,0.6212,10.45,0.0,walk
625,661,0.6647,10.98,0.0,walk
661,625,0.6647,10.98,0.0,walk
625,662,0.5295,9.35,0.0,walk
662,625,0.5295,9.35,0.0,walk
625,663,0.527,9.32,0.0,walk
663,625,0.527,9.32,0.0,walk
626,646,0.8743,13.49,0.0,walk
646,626,0.8743,13.49,0.0,walk
626,647,0.9192,14.03,0.0,walk
647,626,0.9192,14.03,0.0,walk
626,658,0.4863,8.84,0.0,walk
658,626,0.4863,8.84,0.0,walk
626,659,0.4903,8.88,0.0,walk
659,626,0.4903,8.88,0.0,walk
630,646,0.7067,11.48,0.0,walk
646,630,0.7067,11.48,0.0,walk
630,647,0.6578,10.89,0.0,walk
647,630,0.6578,10.89,0.0,walk
630,650,0.2755,6.31,0.0,walk
650,630,0.2755,6.31,0.0,walk
630,651,0.2759,6.31,0.0,walk
651,630,0.2759,6.31,0.0,walk
630,654,0.8123,12.75,0.0,walk
654,630,0.8123,12.75,0.0,walk
630,655,0.8397,13.08,0.0,walk
655,630,0.8397,13.08,0.0,walk
630,660,0.7176,11.61,0.0,walk
660,630,0.7176,11.61,0.0,walk
630,661,0.6585,10.9,0.0,walk
661,630,0.6585,10.9,0.0,walk
630,668,0.4901,8.88,0.0,walk
668,630,0.4901,8.88,0.0,walk
630,TC1_FRAI,0.3425,7.11,0.0,walk
TC1_FRAI,630,0.3425,7.11,0.0,walk
630,TC1_BOUZ,0.6114,10.34,0.0,walk
TC1_BOUZ,630,0.6114,10.34,0.0,walk
632,646,0.7115,11.54,0.0,walk
646,632,0.7115,11.54,0.0,walk
632,647,0.6626,10.95,0.0,walk
647,632,0.6626,10.95,0.0,walk
632,650,0.2789,6.35,0.0,walk
650,632,0.2789,6.35,0.0,walk
632,651,0.2794,6.35,0.0,walk
651,632,0.2794,6.35,0.0,walk
632,654,0.8142,12.77,0.0,walk
654,632,0.8142,12.77,0.0,walk
632,655,0.8416,13.1,0.0,walk
655,632,0.8416,13.1,0.0,walk
632,660,0.721,11.65,0.0,walk
660,632,0.721,11.65,0.0,walk
632,661,0.6619,10.94,0.0,walk
661,632,0.6619,10.94,0.0,walk
632,668,0.4928,8.91,0.0,walk
668,632,0.4928,8.91,0.0,walk
632,TC1_FRAI,0.3371,7.05,0.0,walk
TC1_FRAI,632,0.3371,7.05,0.0,walk
632,TC1_BOUZ,0.6068,10.28,0.0,walk
TC1_BOUZ,632,0.6068,10.28,0.0,walk
633,646,0.7186,11.62,0.0,walk
646,633,0.7186,11.62,0.0,walk
633,647,0.6689,11.03,0.0,walk
647,633,0.6689,11.03,0.0,walk
633,650,0.2995,6.59,0.0,walk
650,633,0.2995,6.59,0.0,walk
633,651,0.2992,6.59,0.0,walk
651,633,0.2992,6.59,0.0,walk
633,654,0.7786,12.34,0.0,walk
654,633,0.7786,12.34,0.0,walk
633,655,0.806,12.67,0.0,walk
655,633,0.806,12.67,0.0,walk
633,660,0.741,11.89,0.0,walk
660,633,0.741,11.89,0.0,walk
633,661,0.6818,11.18,0.0,walk
661,633,0.6818,11.18,0.0,walk
633,668,0.4581,8.5,0.0,walk
668,633,0.4581,8.5,0.0,walk
633,TC1_FRAI,0.3499,7.2,0.0,walk
TC1_FRAI,633,0.3499,7.2,0.0,walk
633,TC1_BOUZ,0.599,10.19,0.0,walk
TC1_BOUZ,633,0.599,10.19,0.0,walk
634,646,0.7771,12.33,0.0,walk
646,634,0.7771,12.33,0.0,walk
634,647,0.7263,11.72,0.0,walk
647,634,0.7263,11.72,0.0,walk
634,650,0.377,7.52,0.0,walk
650,634,0.377,7.52,0.0,walk
634,651,0.376,7.51,0.0,walk
651,634,0.376,7.51,0.0,walk
634,654,0.7108,11.53,0.0,walk
654,634,0.7108,11.53,0.0,walk
634,655,0.7377,11.85,0.0,walk
655,634,0.7377,11.85,0.0,walk
634,660,0.8163,12.8,0.0,walk
660,634,0.8163,12.8,0.0,walk
634,661,0.7572,12.09,0.0,walk
661,634,0.7572,12.09,0.0,walk
634,668,0.4019,7.82,0.0,walk
668,634,0.4019,7.82,0.0,walk
634,TC1_FRAI,0.3506,7.21,0.0,walk
TC1_FRAI,634,0.3506,7.21,0.0,walk
634,TC1_BOUZ,0.5485,9.58,0.0,walk
TC1_BOUZ,634,0.5485,9.58,0.0,walk
635,646,0.7797,12.36,0.0,walk
646,635,0.7797,12.36,0.0,walk
635,647,0.7281,11.74,0.0,walk
647,635,0.7281,11.74,0.0,walk
635,650,0.4008,7.81,0.0,walk
650,635,0.4008,7.81,0.0,walk
635,651,0.3989,7.79,0.0,walk
651,635,0.3989,7.79,0.0,walk
635,654,0.6637,10.96,0.0,walk
654,635,0.6637,10.96,0.0,walk
635,655,0.6908,11.29,0.0,walk
655,635,0.6908,11.29,0.0,walk
635,660,0.8351,13.02,0.0,walk
660,635,0.8351,13.02,0.0,walk
635,661,0.7762,12.31,0.0,walk
661,635,0.7762,12.31,0.0,walk
635,668,0.3542,7.25,0.0,walk
668,635,0.3542,7.25,0.0,walk
635,TC1_FRAI,0.3902,7.68,0.0,walk
TC1_FRAI,635,0.3902,7.68,0.0,walk
635,TC1_BOUZ,0.5601,9.72,0.0,walk
TC1_BOUZ,635,0.5601,9.72,0.0,walk
638,846,0.953,14.44,0.0,walk
846,638,0.953,14.44,0.0,walk
638,847,0.9353,14.22,0.0,walk
847,638,0.9353,14.22,0.0,walk
639,846,0.9739,14.69,0.0,walk
846,639,0.9739,14.69,0.0,walk
639,847,0.9567,14.48,0.0,walk
847,639,0.9567,14.48,0.0,walk
640,641,0.0283,3.34,0.0,walk
641,640,0.0283,3.34,0.0,walk
640,643,0.2289,5.75,0.0,walk
643,640,0.2289,5.75,0.0,walk
640,658,0.934,14.21,0.0,walk
658,640,0.934,14.21,0.0,walk
640,659,0.9401,14.28,0.0,walk
659,640,0.9401,14.28,0.0,walk
641,642,0.0895,4.07,0.0,walk
642,641,0.0895,4.07,0.0,walk
641,643,0.2542,6.05,0.0,walk
643,641,0.2542,6.05,0.0,walk
641,658,0.9254,14.1,0.0,walk
658,641,0.9254,14.1,0.0,walk
641,659,0.9317,14.18,0.0,walk
659,641,0.9317,14.18,0.0,walk
642,643,0.1649,4.98,0.0,walk
643,642,0.1649,4.98,0.0,walk
642,658,0.9128,13.95,0.0,walk
658,642,0.9128,13.95,0.0,walk
642,659,0.9185,14.02,0.0,walk
659,642,0.9185,14.02,0.0,walk
643,658,0.9245,14.09,0.0,walk
658,643,0.9245,14.09,0.0,walk
643,659,0.9289,14.15,0.0,walk
659,643,0.9289,14.15,0.0,walk
646,650,0.4654,8.58,0.0,walk
650,646,0.4654,8.58,0.0,walk
646,651,0.4602,8.52,0.0,walk
651,646,0.4602,8.52,0.0,walk
646,660,0.2822,6.39,0.0,walk
660,646,0.2822,6.39,0.0,walk
646,661,0.2726,6.27,0.0,walk
661,646,0.2726,6.27,0.0,walk
646,662,0.5813,9.98,0.0,walk
662,646,0.5813,9.98,0.0,walk
646,663,0.5721,9.87,0.0,walk
663,646,0.5721,9.87,0.0,walk
646,668,0.8538,13.25,0.0,walk
668,646,0.8538,13.25,0.0,walk
647,650,0.4227,8.07,0.0,walk
650,647,0.4227,8.07,0.0,walk
647,651,0.417,8.0,0.0,walk
651,647,0.417,8.0,0.0,walk
647,660,0.2964,6.56,0.0,walk
660,647,0.2964,6.56,0.0,walk
647,661,0.2764,6.32,0.0,walk
661,647,0.2764,6.32,0.0,walk
647,662,0.6206,10.45,0.0,walk
662,647,0.6206,10.45,0.0,walk
647,663,0.6112,10.33,0.0,walk
663,647,0.6112,10.33,0.0,walk
647,668,0.8034,12.64,0.0,walk
668,647,0.8034,12.64,0.0,walk
647,TC1_FRAI,0.975,14.7,0.0,walk
TC1_FRAI,647,0.975,14.7,0.0,walk
648,1174,0.9374,14.25,0.0,walk
1174,648,0.9374,14.25,0.0,walk
